date,open,high,low,close,volume
2020-01-02,71.34402432842471,72.39405500792273,71.0911538277646,72.33384704589844,135480400
2020-01-03,71.56323596598364,72.38928806176136,71.4066966170151,71.63066864013672,146322800
2020-01-06,70.75402098693286,72.23995000976231,70.50355369984423,72.201416015625,118387200
2020-01-07,72.21104883104543,72.46633010238772,71.64268897397623,71.86184692382812,108872000
2020-01-08,71.56562119935828,73.31887745373415,71.56562119935828,73.01783752441406,132079200
2020-01-09,73.99320238999518,74.76145686133366,73.74274246581768,74.56879425048828,170108400
2020-01-10,74.80241031619431,75.3009342510977,74.23645372460896,74.73738098144531,140644800
2020-01-13,75.05285582286368,76.36057125816924,74.9348431957367,76.33407592773438,121532000
2020-01-14,76.27149402827726,76.48101668324267,75.18052540962947,75.3033447265625,161954400
2020-01-15,75.10344034713454,75.98247543934815,74.54952248725758,74.9806137084961,121923600
2020-01-16,75.52248959606675,76.03064882750155,75.1612416745226,75.91986083984375,108829200
2020-01-17,76.16790890123319,76.7627640392473,75.86205500785368,76.76036071777344,137816400
2020-01-21,76.3894803308505,76.83019952815127,76.10288974668396,76.24016571044922,110843200
2020-01-22,76.72425508723063,77.06382908812623,76.41840109404252,76.5123291015625,101832400
2020-01-23,76.56529382668359,76.96025438766408,76.01860061750638,76.88078308105469,104472000
2020-01-24,77.12644775977525,77.86820708363678,76.46897375596369,76.65923309326172,146537600
2020-01-27,74.67234156024762,75.08416206919466,73.42483402812097,74.40502166748047,161940000
2020-01-28,75.28406170066347,76.68088393464757,75.18531972883665,76.50989532470703,162234000
2020-01-29,78.13793027321145,78.95675744540253,77.39857441186852,78.11143493652344,216229200
2020-01-30,77.19626294921763,78.05121329496869,76.76517176985938,77.99822998046875,126743200
2020-01-31,77.29020649112265,77.71166246110458,74.24609404973549,74.53990936279297,199588400
2020-02-03,73.2851511845041,75.49839714349714,72.78422401879573,74.3351821899414,173788400
2020-02-04,75.93673642473705,76.9795430880588,75.53214043347742,76.7892837524414,136616400
2020-02-05,77.91396003658885,78.21259669148851,76.81336346644713,77.41544342041016,118826800
2020-02-06,77.68514573263211,78.32334878116308,77.12882464602528,78.32093811035156,105425600
2020-02-07,77.82123854389138,78.06988383321008,76.76630651671353,77.25635528564453,117684000
2020-02-10,75.84415588740227,77.62329864501953,75.7644959675757,77.62329864501953,109348800
2020-02-11,78.11818095050265,78.19059906005786,76.9377141953968,77.15497589111328,94323200
2020-02-12,77.60398368209574,78.9920538114317,77.60398368209574,78.98722839355469,113730400
2020-02-13,78.26060628866534,78.7506551305069,78.05782821966719,78.42475891113281,94747600
2020-02-14,78.3933612458328,78.69270656111114,77.93711251400148,78.44406127929688,80113600
2020-02-18,76.12900862033511,77.18877358272158,75.94795598487916,77.00772094726562,152531200
2020-02-19,77.24912913343354,78.35234502696264,77.24912913343354,78.12300872802734,93984000
2020-02-20,77.88399976313329,78.37163210197758,76.81699322453267,77.32152557373047,100566000
2020-02-21,76.91596137087494,77.35773378298828,74.95576665511149,75.57134246826172,129554000
2020-02-24,71.75960997813098,73.43011814732492,69.8211400810818,71.98169708251953,222195200
2020-02-25,72.65037937541128,73.03179362770307,69.07277807692655,69.54351043701172,230673600
2020-02-26,69.16934036398257,71.90927139616765,69.16209855410392,70.646728515625,198054800
2020-02-27,67.85853712666133,69.04141300899963,65.89350875868202,66.02869415283203,320605600
2020-02-28,62.103468343907636,67.20915102510166,61.88861568726967,65.99005889892578,426510000
2020-03-02,68.14339616645945,72.76868922917748,67.0425965295844,72.13379669189453,341397200
2020-03-03,73.3069988099028,73.38665871766685,68.99311238709194,69.84285736083984,319475600
2020-03-04,71.56165746891385,73.24182384454771,70.76261243598904,73.0824966430664,219178400
2020-03-05,71.33957264179317,72.31242862903635,70.3474076125405,70.71192932128906,187572800
2020-03-06,68.07579124975517,70.2049720207652,67.88991319528947,69.77285766601562,226176800
2020-03-09,63.670171942415024,67.13189718407227,63.489119320777824,64.2543716430664,286744800
2020-03-10,66.90259043839642,69.14764074332749,65.02687994218032,68.88209533691406,285290000
2020-03-11,66.96291749628936,67.88748961967876,65.627949126833,66.48976135253906,255598800
2020-03-12,61.7848024771312,65.1789345537906,59.868058404963215,59.923580169677734,418474000
2020-03-13,63.94535922482895,67.57365254636639,61.062997947439406,67.10291290283203,370732000
2020-03-16,58.40758108532822,62.542820889319664,57.93684495675963,58.4703483581543,322423600
2020-03-17,59.74979126293009,62.187964904896894,57.55060477772075,61.04130172729492,324056000
2020-03-18,57.88132562490314,60.350882714180244,57.2416040580175,59.5470085144043,300233600
2020-03-19,59.72081110917334,61.036459434063396,58.566902685612334,59.09074783325195,271857200
2020-03-20,59.67012006159394,60.79264863512061,55.04000233501268,55.3393440246582,401693200
2020-03-23,55.059300920685246,55.16068993061355,51.324789145799386,54.163692474365234,336752800
2020-03-24,57.05813597182242,59.793238287645494,56.56084531140466,59.59770202636719,287531200
2020-03-25,60.53192552123785,62.34245170831376,58.97487373705756,59.269386291503906,303602000
2020-03-26,59.5107880156471,62.4462515869641,59.47216257409066,62.3883171081543,252087200
2020-03-27,61.01473571142301,61.767913466106,59.638736473627105,59.80530548095703,204216800
2020-03-30,60.529513617295876,61.683422027854625,60.206030134757754,61.51202392578125,167976400
2020-03-31,61.70273919270683,63.366005560924876,60.833685075362965,61.386497497558594,197002000
2020-04-01,59.50596949204973,60.04188561745125,57.726826674200176,58.156524658203125,176218400
